left,right
-0.351220122007328,0.193773307070525
-0.769526443517866,0.228226819629139
-0.355573285184649,0.54914050488477
-0.622018364868528,0.549999111790575
-0.533490652911252,0.350009575955912
-0.488244380594202,0.407099900514991
-0.362265863336921,0.273945933421993
-0.585050780173474,0.441314810685204
-0.435986969111923,0.376065081817392
-0.453008043274689,0.245973968501291
-0.378143534330634,0.300882007848462
-0.240366429250174,0.253593371632658
-0.444538991013566,0.238376222989537
-0.51735784720634,0.452640852359449
-0.666718613540523,0.533826854639092
-0.431371394601448,0.510697854151097
-0.55477307998201,0.444038299624669
-0.314414998804832,0.451031634436791
-0.424106489280747,0.362853037006789
-0.463399977171608,0.335923258181341
-0.368210753148605,0.304843241756604
-0.310242224366209,0.326802523964765
-0.361881655071409,0.313670975321024
-0.701131546329457,0.467274678833853
-0.581199328061244,0.309373415582656
-0.493196344556832,0.351511571293311
-0.336514622207253,0.261629551017671
-0.430319257735822,0.379063233541329
-0.391205188250641,0.282095425739646
-0.314120145315577,0.257440099491371
-0.419515678458523,0.315288586514457
-0.455301854535596,0.346052585661476
-0.606776057620148,0.525918655344009
-0.885201583224438,0.609560684811783
-0.851592249288843,0.524315209767925
-0.518400416174425,0.407088285293384
-0.503305969648129,0.356916495217635
-0.970961177273173,0.486610611825283
-0.755081452546517,0.423664565623771
-0.623436349140186,0.441097390626954
-0.621314091359051,0.416569798204628
-0.565800722495015,0.389925353913201
-0.548560423288834,0.464695752499996
-0.452556733579373,0.372157486581459
-0.541038899028853,0.32667973304209
-0.513599681237968,0.321616733835225
-0.383602803751761,0.299739147077781
-0.406322248818646,0.279257029713359
-0.636687848653697,0.341137596979106
-0.639212511191086,0.377623247993037
-0.540444953820058,0.380934840626608
-0.582517483809189,0.320697603523748
-0.5331715207389,0.315633165850353
-0.360672029757794,0.274652269041392
